transaction_id,experiment_id,variant,click_id,click_date,transaction_date,booking_value,cancelled
TX005798,EXP001,Treatment,CLK122937,2026-08-07,2026-08-17,1425.46,0
TX005799,EXP001,Treatment,CLK122984,2026-08-07,2026-08-17,616.72,false
TX005800,EXP001,Treatment,CLK123091,2026-08-07,2026-08-13,322.73,false
TX005801,EXP001,Treatment,CLK123092,2026-08-07,2026-08-09,640.21,0
TX005802,EXP001,Treatment,CLK123176,2026-08-07,2026-08-09,970.63,0
TX005803,EXP001,Treatment,CLK123207,2026-08-07,2026-08-11,468.67,false
TX005804,EXP001,Treatment,CLK123222,2026-08-07,2026-08-11,403.25,false
TX005805,EXP001,Treatment,CLK123243,2026-08-07,2026-08-12,399.24,0
TX005806,EXP001,Treatment,CLK123250,2026-08-07,2026-08-08,"1,715.04",0
TX005807,EXP001,Treatment,CLK123257,2026-08-07,2026-08-11,1444.68,false
TX005808,EXP001,Treatment,CLK123270,2026-08-07,2026-08-12,963.93,0
TX005809,EXP001,Treatment,CLK123280,2026-08-07,2026-08-13,161.23,0
TX005810,EXP001,Treatment,CLK123285,2026-08-07,2026-08-13,441.46,0
TX005811,EXP001,Treatment,CLK123319,2026-08-07,2026-08-09,548.52,0
TX005812,EXP001,Treatment,CLK123332,2026-08-07,2026-08-14,552.54,false
TX005813,EXP001,Treatment,CLK123384,2026-08-07,2026-08-08,920.4,1
TX005814,EXP001,Treatment,CLK123414,2026-08-07,2026-08-14,598.65,0
TX005815,EXP001,Treatment,CLK123423,2026-08-07,2026-08-11,325.86,false
TX005816,EXP001,Treatment,CLK123429,2026-08-07,2026-08-17,635.75,false
TX005817,EXP001,Treatment,CLK123433,2026-08-07,2026-08-08,799.0,false
TX005818,EXP001,Treatment,CLK123458,2026-08-07,2026-08-17,1126.57,0
TX005819,EXP001,Treatment,CLK123483,2026-08-07,2026-08-08,444.98,0
TX005820,EXP001,Treatment,CLK123489,2026-08-07,2026-08-10,800.83,false
TX005821,EXP001,Treatment,CLK123500,2026-08-07,2026-08-10,305.03,0
TX005822,EXP001,Treatment,CLK123515,2026-08-07,2026-08-13,156.71,false
TX005823,EXP001,Treatment,CLK123534,2026-08-07,2026-08-09,392.85,false
TX005824,EXP001,Treatment,CLK123544,2026-08-07,2026-08-14,647.25,false
TX005825,EXP001,Treatment,CLK123550,2026-08-07,2026-08-11,179.8,false
TX005826,EXP001,Treatment,CLK123555,2026-08-07,2026-08-08,570.63,false
TX005827,EXP001,Treatment,CLK123604,2026-08-07,2026-08-13,393.88,0
TX005828,EXP001,Treatment,CLK123682,2026-08-07,2026-08-08,457.6,0
TX005829,EXP001,Treatment,CLK123703,2026-08-07,2026-08-15,209.86,0
TX005830,EXP001,Treatment,CLK123738,2026-08-07,2026-08-08,1508.48,true
TX005831,EXP001,Treatment,CLK123759,2026-08-07,2026-08-15,517.83,false
TX005832,EXP001,Treatment,CLK123773,2026-08-07,2026-08-13,515.63,false
TX005833,EXP001,Treatment,CLK123775,2026-08-07,2026-08-09,262.1,0
TX005834,EXP001,Treatment,CLK123781,2026-08-07,2026-08-13,946.66,false
TX005835,EXP001,Treatment,CLK123789,2026-08-07,2026-08-08,251.75,false
TX005836,EXP001,Treatment,CLK123849,2026-08-07,2026-08-08,362.05,false
TX005837,EXP001,Treatment,CLK123868,2026-08-07,2026-08-14,1243.96,false
TX005838,EXP001,Treatment,CLK123942,2026-08-07,2026-08-09,749.84,true
TX005839,EXP001,Treatment,CLK124021,2026-08-07,2026-08-11,877.61,false
TX005840,EXP001,Treatment,CLK124031,2026-08-07,2026-08-15,351.28,0
TX005841,EXP001,Treatment,CLK124069,2026-08-07,2026-08-09,515.19,false
TX005842,EXP001,Treatment,CLK124089,2026-08-07,2026-08-08,1298.12,0
TX005843,EXP001,Treatment,CLK124095,2026-08-07,2026-08-14,980.84,false
TX005844,EXP001,Treatment,CLK124140,2026-08-07,2026-08-07,520.58,false
TX005845,EXP001,Treatment,CLK124234,2026-08-07,2026-08-12,726.83,true
TX005846,EXP001,Treatment,CLK124246,2026-08-07,2026-08-08,155.43,0
TX005847,EXP001,Treatment,CLK124248,2026-08-07,2026-08-11,606.03,0
TX005848,EXP001,Treatment,CLK124264,2026-08-07,2026-08-14,713.26,false
TX005849,EXP001,Treatment,CLK124276,2026-08-07,2026-08-17,1251.33,0
TX005850,EXP001,Treatment,CLK124290,2026-08-07,2026-08-08,638.74,0
TX005851,EXP001,Treatment,CLK124295,2026-08-07,2026-08-08,323.45,0
TX005852,EXP001,Treatment,CLK124343,2026-08-07,2026-08-14,786.92,0
TX005853,EXP001,Treatment,CLK124345,2026-08-07,2026-08-08,386.18,false
TX005854,EXP001,Treatment,CLK124372,2026-08-07,2026-08-10,1203.41,0
TX005855,EXP001,Treatment,CLK124383,2026-08-07,2026-08-07,237.13,0
TX005856,EXP001,Treatment,CLK124395,2026-08-07,2026-08-09,341.54,0
TX005857,EXP001,Treatment,CLK124562,2026-08-07,2026-08-13,765.25,0
TX005858,EXP001,Treatment,CLK124570,2026-08-07,2026-08-13,89.51,0
TX005859,EXP001,Treatment,CLK124635,2026-08-07,2026-08-15,421.51,1
TX005860,EXP001,Treatment,CLK124695,2026-08-07,2026-08-13,,0
TX005861,EXP001,Treatment,CLK124714,2026-08-07,2026-08-10,,0
TX005862,EXP001,Treatment,CLK124715,2026-08-07,2026-08-10,215.78,false
TX005863,EXP001,Treatment,CLK124731,2026-08-07,2026-08-17,1009.85,false
TX005864,EXP001,Treatment,CLK124732,2026-08-07,2026-08-15,411.34,false
TX005865,EXP001,Treatment,CLK124735,2026-08-07,2026-08-11,226.55,false
TX005866,EXP001,Treatment,CLK124782,2026-08-07,2026-08-08,2143.93,false
TX005867,EXP001,Treatment,CLK124821,2026-08-07,2026-08-10,798.29,false
TX005868,EXP001,Treatment,CLK124845,2026-08-07,2026-08-11,1672.91,0
TX005869,EXP001,Treatment,CLK124882,2026-08-07,2026-08-08,350.99,0
TX005870,EXP001,Treatment,CLK124890,2026-08-07,2026-08-08,466.75,0
TX005871,EXP001,Treatment,CLK124897,2026-08-07,2026-08-17,827.25,false
TX005872,EXP001,Treatment,CLK124955,2026-08-07,2026-08-09,859.06,false
TX005873,EXP001,Treatment,CLK124961,2026-08-07,2026-08-07,129.46,1
TX005874,EXP001,Treatment,CLK124968,2026-08-07,2026-08-17,301.72,0
TX005875,EXP001,Treatment,CLK124973,2026-08-07,2026-08-07,354.46,0
TX005876,EXP001,Treatment,CLK124979,2026-08-07,2026-08-11,167.83,true
TX005877,EXP001,Treatment,CLK124993,2026-08-07,2026-08-07,638.77,0
TX005878,EXP001,Treatment,CLK125041,2026-08-07,2026-08-09,724.18,0
TX005879,EXP001,Treatment,CLK125043,2026-08-07,2026-08-09,1309.94,false
TX005880,EXP001,Treatment,CLK125067,2026-08-07,2026-08-08,371.3,0
TX005881,EXP001,Treatment,CLK125108,2026-08-07,2026-08-08,1309.44,0
TX005882,EXP001,Treatment,CLK125111,2026-08-07,2026-08-10,169.08,false
TX005883,EXP001,Treatment,CLK125164,2026-08-07,2026-08-10,307.09,true
TX005884,EXP001,Treatment,CLK125169,2026-08-07,2026-08-15,386.51,false
TX005885,EXP001,Treatment,CLK125207,2026-08-07,2026-08-08,904.13,false
TX005886,EXP001,Treatment,CLK125229,2026-08-07,2026-08-08,377.62,false
TX005887,EXP001,Treatment,CLK125255,2026-08-07,2026-08-14,2044.95,0
TX005888,EXP001,Treatment,CLK125258,2026-08-07,2026-08-14,1324.61,false
TX005889,EXP001,Treatment,CLK125286,2026-08-07,2026-08-17,,true
TX005890,EXP001,Treatment,CLK125327,2026-08-07,2026-08-08,300.76,0
TX005891,EXP001,Treatment,CLK125341,2026-08-07,2026-08-08,477.48,0
TX005892,EXP001,Treatment,CLK125348,2026-08-07,2026-08-13,430.79,0
TX005893,EXP001,Treatment,CLK125368,2026-08-07,2026-08-14,,true
TX005894,EXP001,Treatment,CLK125393,2026-08-07,2026-08-14,460.92,true
TX005895,EXP001,Treatment,CLK125451,2026-08-07,2026-08-17,830.31,false
TX005896,EXP001,Treatment,CLK125468,2026-08-07,2026-08-15,1529.44,0
TX005897,EXP001,Treatment,CLK125496,2026-08-07,2026-08-08,471.52,false
TX005898,EXP001,Treatment,CLK125505,2026-08-07,2026-08-08,1088.64,0
TX005899,EXP001,Treatment,CLK125524,2026-08-07,2026-08-08,955.37,0
TX005900,EXP001,Treatment,CLK125557,2026-08-07,2026-08-17,481.69,false
TX005901,EXP001,Treatment,CLK125606,2026-08-07,2026-08-13,777.92,0
TX005902,EXP001,Treatment,CLK125609,2026-08-07,2026-08-12,403.98,false
TX005903,EXP001,Treatment,CLK125649,2026-08-07,2026-08-09,1198.09,0
TX005904,EXP001,Treatment,CLK125683,2026-08-07,2026-08-14,219.54,0
TX005905,EXP001,Treatment,CLK125687,2026-08-07,2026-08-08,292.66,true
TX005906,EXP001,Treatment,CLK125687,2026-08-07,2026-08-08,472.29,0
TX005907,EXP001,Treatment,CLK125702,2026-08-07,2026-08-11,265.89,false
TX005908,EXP001,Treatment,CLK125729,2026-08-07,2026-08-14,2760.37,0
TX005909,EXP001,Treatment,CLK125732,2026-08-07,2026-08-15,540.19,false
TX005910,EXP001,Treatment,CLK125732,2026-08-07,2026-08-14,665.78,0
TX005911,EXP001,Treatment,CLK125739,2026-08-07,2026-08-10,323.3,0
TX005912,EXP001,Treatment,CLK125807,2026-08-07,2026-08-08,439.79,1
TX005913,EXP001,Treatment,CLK125836,2026-08-07,2026-08-10,748.1,0
TX005914,EXP001,Treatment,CLK125838,2026-08-07,2026-08-08,402.61,false
TX005915,EXP001,Treatment,CLK125850,2026-08-07,2026-08-11,513.16,0
TX005916,EXP001,Treatment,CLK125855,2026-08-07,2026-08-10,675.5,1
TX005917,EXP001,Treatment,CLK125860,2026-08-07,2026-08-09,318.23,false
TX005918,EXP001,Treatment,CLK125881,2026-08-07,2026-08-13,485.43,0
TX005919,EXP001,Treatment,CLK125888,2026-08-07,2026-08-13,676.25,false
TX005920,EXP001,Treatment,CLK125969,2026-08-07,2026-08-08,505.49,false
TX005921,EXP001,Treatment,CLK125978,2026-08-07,2026-08-09,1385.69,0
TX005922,EXP001,Treatment,CLK126027,2026-08-07,2026-08-13,236.72,0
TX005923,EXP001,Treatment,CLK126034,2026-08-07,2026-08-10,825.98,false
TX005924,EXP001,Treatment,CLK126081,2026-08-07,2026-08-12,508.54,false
TX005925,EXP001,Treatment,CLK126101,2026-08-07,2026-08-07,333.61,false
TX005926,EXP001,Treatment,CLK126109,2026-08-07,2026-08-15,324.53,0
TX005927,EXP001,Treatment,CLK126121,2026-08-07,2026-08-07,711.69,false
TX005928,EXP001,Treatment,CLK126147,2026-08-07,2026-08-12,438.69,0
TX005929,EXP001,Treatment,CLK126177,2026-08-07,2026-08-13,673.83,false
TX005930,EXP001,Treatment,CLK126188,2026-08-07,2026-08-09,624.63,false
TX005931,EXP001,Treatment,CLK126198,2026-08-07,2026-08-12,936.78,0
TX005932,EXP001,Treatment,CLK126221,2026-08-07,2026-08-15,320.6,false
TX005933,EXP001,Treatment,CLK126234,2026-08-07,2026-08-14,"1,472.04",0
TX005934,EXP001,Treatment,CLK126249,2026-08-07,2026-08-09,250.59,0
TX005935,EXP001,Treatment,CLK126288,2026-08-07,2026-08-07,455.88,0
TX005936,EXP001,Treatment,CLK126327,2026-08-07,2026-08-09,422.69,false
TX005937,EXP001,Treatment,CLK126362,2026-08-07,2026-08-12,1537.06,false
TX005938,EXP001,Treatment,CLK126380,2026-08-07,2026-08-17,174.66,false
TX005939,EXP001,Treatment,CLK126410,2026-08-07,2026-08-08,401.38,0
TX005940,EXP001,Treatment,CLK126465,2026-08-07,2026-08-13,291.26,false
TX005941,EXP001,Treatment,CLK126472,2026-08-07,2026-08-14,239.4,0
TX005942,EXP001,Treatment,CLK126507,2026-08-07,2026-08-14,796.17,false
TX005943,EXP001,Treatment,CLK126518,2026-08-07,2026-08-14,401.13,0
TX005944,EXP001,Treatment,CLK126522,2026-08-07,2026-08-12,425.1,0
TX005945,EXP001,Treatment,CLK126522,2026-08-07,2026-08-09,1178.59,0
TX005946,EXP001,Treatment,CLK126533,2026-08-07,2026-08-08,166.89,0
TX005947,EXP001,Treatment,CLK126539,2026-08-07,2026-08-12,703.67,0
TX005948,EXP001,Treatment,CLK126572,2026-08-07,2026-08-13,362.89,0
TX005949,EXP001,Treatment,CLK126608,2026-08-07,2026-08-08,581.06,false
TX005950,EXP001,Treatment,CLK126622,2026-08-07,2026-08-07,1039.69,0
TX005951,EXP001,Treatment,CLK126623,2026-08-07,2026-08-11,542.55,false
TX005952,EXP001,Treatment,CLK126681,2026-08-07,2026-08-14,775.69,0
TX005953,EXP001,Treatment,CLK126688,2026-08-07,2026-08-09,131.41,0
TX005954,EXP001,Treatment,CLK126727,2026-08-07,2026-08-13,82.95,1
TX005955,EXP001,Treatment,CLK126749,2026-08-07,2026-08-09,362.91,true
TX005956,EXP001,Treatment,CLK126766,2026-08-07,2026-08-09,942.6,false
TX005957,EXP001,Treatment,CLK126799,2026-08-07,2026-08-12,298.22,0
TX005958,EXP001,Treatment,CLK126815,2026-08-07,2026-08-15,610.48,0
TX005959,EXP001,Treatment,CLK126832,2026-08-07,2026-08-11,667.1,0
TX005960,EXP001,Treatment,CLK126863,2026-08-07,2026-08-13,240.23,false
TX005961,EXP001,Treatment,CLK126865,2026-08-07,2026-08-08,182.65,0
TX005962,EXP001,Treatment,CLK126870,2026-08-07,2026-08-08,244.4,0
TX005963,EXP001,Treatment,CLK126878,2026-08-07,2026-08-10,1325.45,0
TX005964,EXP001,Treatment,CLK126882,2026-08-07,2026-08-09,965.9,false
TX005965,EXP001,Treatment,CLK126892,2026-08-07,2026-08-17,225.68,0
TX005966,EXP001,Treatment,CLK126942,2026-08-07,2026-08-12,525.92,0
TX005967,EXP001,Treatment,CLK126987,2026-08-07,2026-08-15,652.8,false
TX005968,EXP001,Treatment,CLK127087,2026-08-07,2026-08-07,408.34,false
TX005969,EXP001,Treatment,CLK127091,2026-08-07,2026-08-11,245.32,0
TX005970,EXP001,Treatment,CLK127101,2026-08-07,2026-08-09,600.12,false
TX005971,EXP001,Treatment,CLK127101,2026-08-07,2026-08-08,464.96,false
TX005972,EXP001,Treatment,CLK127107,2026-08-07,2026-08-12,77.11,0
TX005973,EXP001,Treatment,CLK127111,2026-08-07,2026-08-07,374.38,true
TX005974,EXP001,Treatment,CLK127117,2026-08-07,2026-08-09,817.46,1
TX005975,EXP001,Treatment,CLK127148,2026-08-07,2026-08-11,234.28,true
TX005976,EXP001,Treatment,CLK127150,2026-08-07,2026-08-11,378.77,0
TX005977,EXP001,Treatment,CLK127159,2026-08-07,2026-08-14,593.09,false
TX005978,EXP001,Treatment,CLK127163,2026-08-07,2026-08-13,687.99,0
TX005979,EXP001,Treatment,CLK127170,2026-08-07,2026-08-13,732.72,false
TX005980,EXP001,Treatment,CLK127174,2026-08-07,2026-08-09,117.8,0
TX005981,EXP001,Treatment,CLK127243,2026-08-07,2026-08-08,1077.73,false
TX005982,EXP001,Treatment,CLK127261,2026-08-07,2026-08-08,467.14,false
TX005983,EXP001,Treatment,CLK127284,2026-08-07,2026-08-11,460.14,0
TX005984,EXP001,Treatment,CLK127377,2026-08-07,2026-08-11,370.19,true
TX005985,EXP001,Treatment,CLK127377,2026-08-07,2026-08-17,1211.79,false
TX005986,EXP001,Treatment,CLK127425,2026-08-07,2026-08-15,724.64,false
TX005987,EXP001,Treatment,CLK127427,2026-08-07,2026-08-08,176.83,0
TX005988,EXP001,Treatment,CLK127444,2026-08-07,2026-08-08,183.81,0
TX005989,EXP001,Treatment,CLK127472,2026-08-07,2026-08-15,373.05,0
TX005990,EXP001,Treatment,CLK127475,2026-08-07,2026-08-10,262.69,false
TX005991,EXP001,Treatment,CLK127475,2026-08-07,2026-08-11,349.26,0
TX005992,EXP001,Treatment,CLK127561,2026-08-07,2026-08-08,491.56,false
TX005993,EXP001,Treatment,CLK127620,2026-08-07,2026-08-12,553.01,true
TX005994,EXP001,Treatment,CLK127652,2026-08-07,2026-08-10,,false
TX005995,EXP001,Treatment,CLK127658,2026-08-07,2026-08-08,370.41,false
TX005996,EXP001,Treatment,CLK127659,2026-08-07,2026-08-09,653.51,true
TX005997,EXP001,Treatment,CLK127668,2026-08-07,2026-08-11,514.56,0
TX005998,EXP001,Treatment,CLK127681,2026-08-07,2026-08-08,580.09,0
TX005999,EXP001,Treatment,CLK127695,2026-08-07,2026-08-08,236.82,false
TX006000,EXP001,Treatment,CLK127706,2026-08-07,2026-08-09,673.92,0
TX006001,EXP001,Treatment,CLK127742,2026-08-07,2026-08-08,132.55,false
TX006002,EXP001,Treatment,CLK127758,2026-08-07,2026-08-09,155.9,false
TX006003,EXP001,Treatment,CLK127761,2026-08-07,2026-08-15,180.75,true
TX006004,EXP001,Treatment,CLK127778,2026-08-07,2026-08-08,474.91,false
TX006005,EXP001,Treatment,CLK127824,2026-08-07,2026-08-09,321.07,false
TX006006,EXP001,Treatment,CLK127846,2026-08-07,2026-08-11,380.33,0
TX006007,EXP001,Treatment,CLK127858,2026-08-07,2026-08-08,264.6,false
TX006008,EXP001,Treatment,CLK127913,2026-08-07,2026-08-12,626.85,0
TX006009,EXP001,Treatment,CLK127915,2026-08-07,2026-08-10,777.49,false
TX006010,EXP001,Treatment,CLK127924,2026-08-07,2026-08-08,715.43,false
TX006011,EXP001,Treatment,CLK127936,2026-08-07,2026-08-15,575.1,0
TX006012,EXP001,Treatment,CLK127949,2026-08-07,2026-08-08,"1,022.83",true
TX006013,EXP001,Treatment,CLK127978,2026-08-07,2026-08-07,187.45,0
TX006014,EXP001,Treatment,CLK128005,2026-08-07,2026-08-13,134.61,0
TX006015,EXP001,Treatment,CLK128017,2026-08-07,2026-08-08,282.03,false
TX006016,EXP001,Treatment,CLK128066,2026-08-07,2026-08-17,517.8,false
TX006017,EXP001,Treatment,CLK128104,2026-08-07,2026-08-07,454.50,false
TX006018,EXP001,Treatment,CLK128119,2026-08-07,2026-08-13,456.13,0
TX006019,EXP001,Treatment,CLK128126,2026-08-07,2026-08-17,424.64,0
TX006020,EXP001,Control,CLK128141,2026-08-08,2026-08-12,1074.13,0
TX006021,EXP001,Control,CLK128176,2026-08-08,2026-08-12,513.18,false
TX006022,EXP001,Control,CLK128191,2026-08-08,2026-08-11,2277.76,0
TX006023,EXP001,Control,CLK128198,2026-08-08,2026-08-15,468.29,false
TX006024,EXP001,Control,CLK128206,2026-08-08,2026-08-08,583.06,0
TX006025,EXP001,Control,CLK128245,2026-08-08,2026-08-11,1131.65,0
TX006026,EXP001,Control,CLK128246,2026-08-08,2026-08-15,"1,041.85",false
TX006027,EXP001,Control,CLK128273,2026-08-08,2026-08-09,1900.41,0
TX006028,EXP001,Control,CLK128282,2026-08-08,2026-08-08,393.02,0
TX006029,EXP001,Control,CLK128283,2026-08-08,2026-08-10,533.09,0
TX006030,EXP001,Control,CLK128380,2026-08-08,2026-08-18,133.64,0
TX006031,EXP001,Control,CLK128385,2026-08-08,2026-08-09,,0
TX006032,EXP001,Control,CLK128386,2026-08-08,2026-08-10,1284.41,false
TX006033,EXP001,Control,CLK128403,2026-08-08,2026-08-16,829.97,false
TX006034,EXP001,Control,CLK128405,2026-08-08,2026-08-09,466.71,false
TX006035,EXP001,Control,CLK128432,2026-08-08,2026-08-09,490.51,false
TX006036,EXP001,Control,CLK128466,2026-08-08,2026-08-10,1231.05,false
TX006037,EXP001,Control,CLK128468,2026-08-08,2026-08-11,499.38,0
TX006038,EXP001,Control,CLK128508,2026-08-08,2026-08-14,1028.5,true
TX006039,EXP001,Control,CLK128603,2026-08-08,2026-08-13,641.8,0
TX006040,EXP001,Control,CLK128667,2026-08-08,2026-08-09,243.61,false
TX006041,EXP001,Control,CLK128672,2026-08-08,2026-08-12,1089.39,0
TX006042,EXP001,Control,CLK128688,2026-08-08,2026-08-16,268.36,false
TX006043,EXP001,Control,CLK128702,2026-08-08,2026-08-15,381.78,false
TX006044,EXP001,Control,CLK128714,2026-08-08,2026-08-11,751.41,1
TX006045,EXP001,Control,CLK128717,2026-08-08,2026-08-12,320.88,false
TX006046,EXP001,Control,CLK128732,2026-08-08,2026-08-09,411.5,1
TX006047,EXP001,Control,CLK128749,2026-08-08,2026-08-12,772.65,0
TX006048,EXP001,Control,CLK128755,2026-08-08,2026-08-11,209.83,0
TX006049,EXP001,Control,CLK128761,2026-08-08,2026-08-11,677.95,false
TX006050,EXP001,Control,CLK128777,2026-08-08,2026-08-14,797.98,0
TX006051,EXP001,Control,CLK128793,2026-08-08,2026-08-09,722.03,0
TX006052,EXP001,Control,CLK128802,2026-08-08,2026-08-15,433.22,true
TX006053,EXP001,Control,CLK128813,2026-08-08,2026-08-15,583.53,false
TX006054,EXP001,Control,CLK128819,2026-08-08,2026-08-14,1963.62,false
TX006055,EXP001,Control,CLK128827,2026-08-08,2026-08-12,791.91,0
TX006056,EXP001,Control,CLK128917,2026-08-08,2026-08-08,667.92,1
TX006057,EXP001,Control,CLK128960,2026-08-08,2026-08-09,1549.67,0
TX006058,EXP001,Control,CLK128966,2026-08-08,2026-08-15,498.79,0
TX006059,EXP001,Control,CLK129002,2026-08-08,2026-08-11,379.17,false
TX006060,EXP001,Control,CLK129038,2026-08-08,2026-08-13,,0
TX006061,EXP001,Control,CLK129055,2026-08-08,2026-08-13,398.69,false
TX006062,EXP001,Control,CLK129063,2026-08-08,2026-08-15,789.21,false
TX006063,EXP001,Control,CLK129063,2026-08-08,2026-08-16,735.53,0
TX006064,EXP001,Control,CLK129144,2026-08-08,2026-08-08,220.06,true
TX006065,EXP001,Control,CLK129176,2026-08-08,2026-08-10,,1
TX006066,EXP001,Control,CLK129178,2026-08-08,2026-08-12,729.99,false
TX006067,EXP001,Control,CLK129192,2026-08-08,2026-08-11,594.47,false
TX006068,EXP001,Control,CLK129199,2026-08-08,2026-08-12,1001.41,false
TX006069,EXP001,Control,CLK129200,2026-08-08,2026-08-15,479.44,false
TX006070,EXP001,Control,CLK129213,2026-08-08,2026-08-18,272.3,0
TX006071,EXP001,Control,CLK129223,2026-08-08,2026-08-16,1467.97,false
TX006072,EXP001,Control,CLK129243,2026-08-08,2026-08-10,368.16,0
TX006073,EXP001,Control,CLK129281,2026-08-08,2026-08-16,843.38,0
TX006074,EXP001,Control,CLK129290,2026-08-08,2026-08-16,785.01,1
TX006075,EXP001,Control,CLK129317,2026-08-08,2026-08-10,1175.06,false
TX006076,EXP001,Control,CLK129323,2026-08-08,2026-08-16,397.76,0
TX006077,EXP001,Control,CLK129339,2026-08-08,2026-08-16,997.27,1
TX006078,EXP001,Control,CLK129349,2026-08-08,2026-08-08,484.43,true
TX006079,EXP001,Control,CLK129354,2026-08-08,2026-08-09,2034.93,false
TX006080,EXP001,Control,CLK129370,2026-08-08,2026-08-18,821.49,0
TX006081,EXP001,Control,CLK129380,2026-08-08,2026-08-11,588.3,false
TX006082,EXP001,Control,CLK129400,2026-08-08,2026-08-14,575.3,1
TX006083,EXP001,Control,CLK129437,2026-08-08,2026-08-16,282.65,false
TX006084,EXP001,Control,CLK129451,2026-08-08,2026-08-10,254.07,false
TX006085,EXP001,Control,CLK129532,2026-08-08,2026-08-08,217.8,0
TX006086,EXP001,Control,CLK129533,2026-08-08,2026-08-15,495.14,false
TX006087,EXP001,Control,CLK129549,2026-08-08,2026-08-16,241.53,false
TX006088,EXP001,Control,CLK129553,2026-08-08,2026-08-09,249.78,0
TX006089,EXP001,Control,CLK129566,2026-08-08,2026-08-10,408.94,0
TX006090,EXP001,Control,CLK129574,2026-08-08,2026-08-09,472.41,false
TX006091,EXP001,Control,CLK129574,2026-08-08,2026-08-16,735.57,0
TX006092,EXP001,Control,CLK129597,2026-08-08,2026-08-11,538.49,false
TX006093,EXP001,Control,CLK129599,2026-08-08,2026-08-09,321.69,0
TX006094,EXP001,Control,CLK129614,2026-08-08,2026-08-16,1396.37,1
TX006095,EXP001,Control,CLK129621,2026-08-08,2026-08-09,141.39,false
TX006096,EXP001,Control,CLK129631,2026-08-08,2026-08-08,303.01,0
TX006097,EXP001,Control,CLK129634,2026-08-08,2026-08-08,1848.92,false
TX006098,EXP001,Control,CLK129649,2026-08-08,2026-08-14,440.72,0
TX006099,EXP001,Control,CLK129668,2026-08-08,2026-08-13,694.25,0
TX006100,EXP001,Control,CLK129669,2026-08-08,2026-08-18,86.29,0
TX006101,EXP001,Control,CLK129672,2026-08-08,2026-08-12,985.04,true
TX006102,EXP001,Control,CLK129694,2026-08-08,2026-08-09,738.60,false
TX006103,EXP001,Control,CLK129710,2026-08-08,2026-08-12,1394.0,false
TX006104,EXP001,Control,CLK129733,2026-08-08,2026-08-10,489.29,0
TX006105,EXP001,Control,CLK129777,2026-08-08,2026-08-18,,0
TX006106,EXP001,Control,CLK129783,2026-08-08,2026-08-09,357.09,false
TX006107,EXP001,Control,CLK129793,2026-08-08,2026-08-13,428.55,0
TX006108,EXP001,Control,CLK129822,2026-08-08,2026-08-09,817.77,0
TX006109,EXP001,Control,CLK129831,2026-08-08,2026-08-11,332.47,0
TX006110,EXP001,Control,CLK129834,2026-08-08,2026-08-10,281.02,0
TX006111,EXP001,Control,CLK129853,2026-08-08,2026-08-14,492.42,true
TX006112,EXP001,Control,CLK129923,2026-08-08,2026-08-11,305.21,false
TX006113,EXP001,Control,CLK129946,2026-08-08,2026-08-18,610.17,1
TX006114,EXP001,Control,CLK129949,2026-08-08,2026-08-10,1285.76,false
TX006115,EXP001,Control,CLK129984,2026-08-08,2026-08-18,253.39,false
TX006116,EXP001,Control,CLK129992,2026-08-08,2026-08-14,860.71,0
TX006117,EXP001,Control,CLK130001,2026-08-08,2026-08-14,631.68,false
TX006118,EXP001,Control,CLK130051,2026-08-08,2026-08-09,1121.66,0
TX006119,EXP001,Control,CLK130067,2026-08-08,2026-08-14,448.13,0
TX006120,EXP001,Control,CLK130068,2026-08-08,2026-08-10,543.36,1
TX006121,EXP001,Control,CLK130071,2026-08-08,2026-08-10,,false
TX006122,EXP001,Control,CLK130084,2026-08-08,2026-08-09,1503.88,0
TX006123,EXP001,Control,CLK130097,2026-08-08,2026-08-15,158.55,true
TX006124,EXP001,Control,CLK130100,2026-08-08,2026-08-11,391.01,false
TX006125,EXP001,Control,CLK130148,2026-08-08,2026-08-15,324.78,0
TX006126,EXP001,Control,CLK130172,2026-08-08,2026-08-09,557.49,0
TX006127,EXP001,Control,CLK130175,2026-08-08,2026-08-08,110.37,1
TX006128,EXP001,Control,CLK130187,2026-08-08,2026-08-13,"1,063.00",0
TX006129,EXP001,Control,CLK130193,2026-08-08,2026-08-10,753.0,false
TX006130,EXP001,Control,CLK130208,2026-08-08,2026-08-14,582.7,false
TX006131,EXP001,Control,CLK130211,2026-08-08,2026-08-16,1064.93,0
TX006132,EXP001,Control,CLK130224,2026-08-08,2026-08-11,683.75,0
TX006133,EXP001,Control,CLK130233,2026-08-08,2026-08-14,370.67,false
TX006134,EXP001,Control,CLK130264,2026-08-08,2026-08-18,732.46,false
TX006135,EXP001,Control,CLK130298,2026-08-08,2026-08-13,,false
TX006136,EXP001,Control,CLK130300,2026-08-08,2026-08-14,154.0,false
TX006137,EXP001,Control,CLK130321,2026-08-08,2026-08-15,735.6,false
TX006138,EXP001,Control,CLK130351,2026-08-08,2026-08-13,470.24,0
TX006139,EXP001,Control,CLK130355,2026-08-08,2026-08-09,755.84,false
TX006140,EXP001,Control,CLK130368,2026-08-08,2026-08-15,643.02,0
TX006141,EXP001,Control,CLK130374,2026-08-08,2026-08-13,888.07,0
TX006142,EXP001,Control,CLK130382,2026-08-08,2026-08-14,2801.66,false
